Genotype	day	phase	value	n_batches
"DGRP913"	3	"Day sleep (ZT0-8)"	432	1
"DGRP913"	4	"Day sleep (ZT0-8)"	420	1
"DGRP913"	5	"Day sleep (ZT0-8)"	417	1
"DGRP913"	6	"Day sleep (ZT0-8)"	396	1
"DGRP105"	1	"Day sleep (ZT0-8)"	199.5	1
"DGRP105"	2	"Day sleep (ZT0-8)"	157	1
"DGRP105"	3	"Day sleep (ZT0-8)"	150	1
"DGRP105"	4	"Day sleep (ZT0-8)"	169.5	1
"DGRP105"	5	"Day sleep (ZT0-8)"	153	1
"DGRP105"	6	"Day sleep (ZT0-8)"	221.5	1
"DGRP310"	1	"Day sleep (ZT0-8)"	332.25	2
"DGRP310"	2	"Day sleep (ZT0-8)"	315.25	2
"DGRP310"	3	"Day sleep (ZT0-8)"	278.25	2
"DGRP310"	4	"Day sleep (ZT0-8)"	255	2
"DGRP310"	5	"Day sleep (ZT0-8)"	231.5	2
"DGRP310"	6	"Day sleep (ZT0-8)"	224.5	2
"DGRP136"	1	"Day sleep (ZT0-8)"	382.5	1
"DGRP136"	2	"Day sleep (ZT0-8)"	408.5	1
"DGRP136"	3	"Day sleep (ZT0-8)"	372.5	1
"DGRP136"	4	"Day sleep (ZT0-8)"	343.5	1
"DGRP136"	5	"Day sleep (ZT0-8)"	308	1
"DGRP136"	6	"Day sleep (ZT0-8)"	304	1
"DGRP502"	1	"Day sleep (ZT0-8)"	157	2
"DGRP502"	2	"Day sleep (ZT0-8)"	211.75	2
"DGRP502"	3	"Day sleep (ZT0-8)"	245.5	2
"DGRP502"	4	"Day sleep (ZT0-8)"	274.75	2
"DGRP502"	5	"Day sleep (ZT0-8)"	268.5	2
"DGRP502"	6	"Day sleep (ZT0-8)"	295.25	2
"DGRP513"	1	"Day sleep (ZT0-8)"	150.5	3
"DGRP513"	2	"Day sleep (ZT0-8)"	219.333333333333	3
"DGRP513"	3	"Day sleep (ZT0-8)"	227.166666666667	3
"DGRP513"	4	"Day sleep (ZT0-8)"	259	3
"DGRP513"	5	"Day sleep (ZT0-8)"	249.333333333333	3
"DGRP513"	6	"Day sleep (ZT0-8)"	265.833333333333	3
"DGRP832"	1	"Day sleep (ZT0-8)"	190.5	2
"DGRP832"	2	"Day sleep (ZT0-8)"	168.75	2
"DGRP832"	3	"Day sleep (ZT0-8)"	151	2
"DGRP832"	4	"Day sleep (ZT0-8)"	147.25	2
"DGRP832"	5	"Day sleep (ZT0-8)"	165	2
"DGRP832"	6	"Day sleep (ZT0-8)"	168.75	2
"DGRP40"	1	"Day sleep (ZT0-8)"	324	3
"DGRP40"	2	"Day sleep (ZT0-8)"	281.833333333333	3
"DGRP40"	3	"Day sleep (ZT0-8)"	280.833333333333	3
"DGRP40"	4	"Day sleep (ZT0-8)"	247.5	3
"DGRP40"	5	"Day sleep (ZT0-8)"	279.666666666667	3
"DGRP40"	6	"Day sleep (ZT0-8)"	278.215727209464	3
"DGRP181"	1	"Day sleep (ZT0-8)"	349.5	2
"DGRP181"	2	"Day sleep (ZT0-8)"	281.25	2
"DGRP181"	3	"Day sleep (ZT0-8)"	255.75	2
"DGRP181"	4	"Day sleep (ZT0-8)"	231.5	2
"DGRP181"	5	"Day sleep (ZT0-8)"	232	2
"DGRP181"	6	"Day sleep (ZT0-8)"	175	2
"DGRP217"	1	"Day sleep (ZT0-8)"	290.75	2
"DGRP217"	2	"Day sleep (ZT0-8)"	277	2
"DGRP217"	3	"Day sleep (ZT0-8)"	235.5	2
"DGRP217"	4	"Day sleep (ZT0-8)"	191.5	2
"DGRP217"	5	"Day sleep (ZT0-8)"	197.75	2
"DGRP217"	6	"Day sleep (ZT0-8)"	185.75	2
"DGRP336"	1	"Day sleep (ZT0-8)"	341.75	4
"DGRP336"	2	"Day sleep (ZT0-8)"	358.875	4
"DGRP336"	3	"Day sleep (ZT0-8)"	353.625	4
"DGRP336"	4	"Day sleep (ZT0-8)"	369.75	4
"DGRP336"	5	"Day sleep (ZT0-8)"	371	4
"DGRP336"	6	"Day sleep (ZT0-8)"	349.75	4
"DGRP409"	1	"Day sleep (ZT0-8)"	441	2
"DGRP409"	2	"Day sleep (ZT0-8)"	430.25	2
"DGRP409"	3	"Day sleep (ZT0-8)"	437.75	2
"DGRP409"	4	"Day sleep (ZT0-8)"	422	2
"DGRP409"	5	"Day sleep (ZT0-8)"	430	2
"DGRP409"	6	"Day sleep (ZT0-8)"	438.25	2
"DGRP808"	1	"Day sleep (ZT0-8)"	305	1
"DGRP808"	2	"Day sleep (ZT0-8)"	316	1
"DGRP808"	3	"Day sleep (ZT0-8)"	320.5	1
"DGRP808"	4	"Day sleep (ZT0-8)"	319	1
"DGRP808"	5	"Day sleep (ZT0-8)"	290.5	1
"DGRP808"	6	"Day sleep (ZT0-8)"	298.5	1
"DGRP703"	1	"Day sleep (ZT0-8)"	392	1
"DGRP703"	2	"Day sleep (ZT0-8)"	342	1
"DGRP703"	3	"Day sleep (ZT0-8)"	316	1
"DGRP703"	4	"Day sleep (ZT0-8)"	293	1
"DGRP703"	5	"Day sleep (ZT0-8)"	243	1
"DGRP703"	6	"Day sleep (ZT0-8)"	240	1
"DGRP716"	1	"Day sleep (ZT0-8)"	425	1
"DGRP716"	2	"Day sleep (ZT0-8)"	411	1
"DGRP716"	3	"Day sleep (ZT0-8)"	420	1
"DGRP716"	4	"Day sleep (ZT0-8)"	427	1
"DGRP716"	5	"Day sleep (ZT0-8)"	400	1
"DGRP716"	6	"Day sleep (ZT0-8)"	385	1
"DGRP787"	1	"Day sleep (ZT0-8)"	266	1
"DGRP787"	2	"Day sleep (ZT0-8)"	270	1
"DGRP787"	3	"Day sleep (ZT0-8)"	244	1
"DGRP787"	4	"Day sleep (ZT0-8)"	244	1
"DGRP787"	5	"Day sleep (ZT0-8)"	250	1
"DGRP787"	6	"Day sleep (ZT0-8)"	261	1
"DGRP737"	1	"Day sleep (ZT0-8)"	348	1
"DGRP737"	2	"Day sleep (ZT0-8)"	336	1
"DGRP737"	3	"Day sleep (ZT0-8)"	291	1
"DGRP737"	4	"Day sleep (ZT0-8)"	259	1
"DGRP737"	5	"Day sleep (ZT0-8)"	236	1
"DGRP737"	6	"Day sleep (ZT0-8)"	198	1
"DGRP837"	1	"Day sleep (ZT0-8)"	372	2
"DGRP837"	2	"Day sleep (ZT0-8)"	387.5	2
"DGRP837"	3	"Day sleep (ZT0-8)"	392	2
"DGRP837"	4	"Day sleep (ZT0-8)"	372.5	2
"DGRP837"	5	"Day sleep (ZT0-8)"	346	2
"DGRP837"	6	"Day sleep (ZT0-8)"	367	2
"DGRP890"	1	"Day sleep (ZT0-8)"	325.75	2
"DGRP890"	2	"Day sleep (ZT0-8)"	301.25	2
"DGRP890"	3	"Day sleep (ZT0-8)"	295	2
"DGRP890"	4	"Day sleep (ZT0-8)"	249	2
"DGRP890"	5	"Day sleep (ZT0-8)"	217	2
"DGRP890"	6	"Day sleep (ZT0-8)"	219.5	2
"DGRP907"	1	"Day sleep (ZT0-8)"	278	1
"DGRP907"	2	"Day sleep (ZT0-8)"	277	1
"DGRP907"	3	"Day sleep (ZT0-8)"	261	1
"DGRP907"	4	"Day sleep (ZT0-8)"	260.5	1
"DGRP907"	5	"Day sleep (ZT0-8)"	230	1
"DGRP907"	6	"Day sleep (ZT0-8)"	206	1
"DGRP908"	1	"Day sleep (ZT0-8)"	438.5	1
"DGRP908"	2	"Day sleep (ZT0-8)"	431.5	1
"DGRP908"	3	"Day sleep (ZT0-8)"	443.5	1
"DGRP908"	4	"Day sleep (ZT0-8)"	424.5	1
"DGRP908"	5	"Day sleep (ZT0-8)"	415.5	1
"DGRP908"	6	"Day sleep (ZT0-8)"	415.5	1
"DGRP595"	1	"Day sleep (ZT0-8)"	63	1
"DGRP595"	2	"Day sleep (ZT0-8)"	86	1
"DGRP595"	3	"Day sleep (ZT0-8)"	108	1
"DGRP595"	4	"Day sleep (ZT0-8)"	102	1
"DGRP595"	5	"Day sleep (ZT0-8)"	131	1
"DGRP595"	6	"Day sleep (ZT0-8)"	130	1
"DGRP596"	1	"Day sleep (ZT0-8)"	294	1
"DGRP596"	2	"Day sleep (ZT0-8)"	217	1
"DGRP596"	3	"Day sleep (ZT0-8)"	135	1
"DGRP596"	4	"Day sleep (ZT0-8)"	144	1
"DGRP596"	5	"Day sleep (ZT0-8)"	172	1
"DGRP596"	6	"Day sleep (ZT0-8)"	187.5	1
"DGRP531"	1	"Day sleep (ZT0-8)"	384.5	1
"DGRP531"	2	"Day sleep (ZT0-8)"	445	1
"DGRP531"	3	"Day sleep (ZT0-8)"	447.5	1
"DGRP531"	4	"Day sleep (ZT0-8)"	442	1
"DGRP531"	5	"Day sleep (ZT0-8)"	461.5	1
"DGRP531"	6	"Day sleep (ZT0-8)"	451.5	1
"DGRP492"	1	"Day sleep (ZT0-8)"	353.833333333333	3
"DGRP492"	2	"Day sleep (ZT0-8)"	354.5	3
"DGRP492"	3	"Day sleep (ZT0-8)"	327.833333333333	3
"DGRP492"	4	"Day sleep (ZT0-8)"	348.5	3
"DGRP492"	5	"Day sleep (ZT0-8)"	360.5	3
"DGRP492"	6	"Day sleep (ZT0-8)"	389.166666666667	3
"DGRP161"	1	"Day sleep (ZT0-8)"	131.5	2
"DGRP161"	2	"Day sleep (ZT0-8)"	213.75	2
"DGRP161"	3	"Day sleep (ZT0-8)"	133.5	2
"DGRP161"	4	"Day sleep (ZT0-8)"	147.5	2
"DGRP161"	5	"Day sleep (ZT0-8)"	132.75	2
"DGRP161"	6	"Day sleep (ZT0-8)"	143.25	2
"DGRP822"	1	"Day sleep (ZT0-8)"	417.5	1
"DGRP822"	2	"Day sleep (ZT0-8)"	399.5	1
"DGRP822"	3	"Day sleep (ZT0-8)"	429	1
"DGRP822"	4	"Day sleep (ZT0-8)"	350	1
"DGRP822"	5	"Day sleep (ZT0-8)"	310	1
"DGRP822"	6	"Day sleep (ZT0-8)"	319	1
"DGRP634"	1	"Day sleep (ZT0-8)"	297	1
"DGRP634"	2	"Day sleep (ZT0-8)"	283.5	1
"DGRP634"	3	"Day sleep (ZT0-8)"	219	1
"DGRP634"	4	"Day sleep (ZT0-8)"	193	1
"DGRP634"	5	"Day sleep (ZT0-8)"	257	1
"DGRP634"	6	"Day sleep (ZT0-8)"	222	1
"DGRP235"	1	"Day sleep (ZT0-8)"	262.5	2
"DGRP235"	2	"Day sleep (ZT0-8)"	312	2
"DGRP235"	3	"Day sleep (ZT0-8)"	327	2
"DGRP235"	4	"Day sleep (ZT0-8)"	331.5	2
"DGRP235"	5	"Day sleep (ZT0-8)"	323	2
"DGRP235"	6	"Day sleep (ZT0-8)"	326.5	2
"DGRP738"	1	"Day sleep (ZT0-8)"	390	1
"DGRP738"	2	"Day sleep (ZT0-8)"	349.5	1
"DGRP738"	3	"Day sleep (ZT0-8)"	311	1
"DGRP738"	4	"Day sleep (ZT0-8)"	321.5	1
"DGRP738"	5	"Day sleep (ZT0-8)"	267.5	1
"DGRP738"	6	"Day sleep (ZT0-8)"	305	1
"DGRP26"	1	"Day sleep (ZT0-8)"	369.25	2
"DGRP26"	2	"Day sleep (ZT0-8)"	388.75	2
"DGRP26"	3	"Day sleep (ZT0-8)"	368.25	2
"DGRP26"	4	"Day sleep (ZT0-8)"	384.25	2
"DGRP26"	5	"Day sleep (ZT0-8)"	389.5	2
"DGRP26"	6	"Day sleep (ZT0-8)"	373.5	2
"DGRP32"	1	"Day sleep (ZT0-8)"	354	1
"DGRP32"	2	"Day sleep (ZT0-8)"	363	1
"DGRP32"	3	"Day sleep (ZT0-8)"	311	1
"DGRP32"	4	"Day sleep (ZT0-8)"	280	1
"DGRP32"	5	"Day sleep (ZT0-8)"	213	1
"DGRP32"	6	"Day sleep (ZT0-8)"	190	1
"DGRP41"	1	"Day sleep (ZT0-8)"	246	1
"DGRP41"	2	"Day sleep (ZT0-8)"	268	1
"DGRP41"	3	"Day sleep (ZT0-8)"	182	1
"DGRP41"	4	"Day sleep (ZT0-8)"	163	1
"DGRP41"	5	"Day sleep (ZT0-8)"	171	1
"DGRP41"	6	"Day sleep (ZT0-8)"	168	1
"DGRP45"	1	"Day sleep (ZT0-8)"	389	1
"DGRP45"	2	"Day sleep (ZT0-8)"	333	1
"DGRP45"	3	"Day sleep (ZT0-8)"	308	1
"DGRP45"	4	"Day sleep (ZT0-8)"	296	1
"DGRP45"	5	"Day sleep (ZT0-8)"	339	1
"DGRP45"	6	"Day sleep (ZT0-8)"	331	1
"DGRP48"	1	"Day sleep (ZT0-8)"	267.5	1
"DGRP48"	2	"Day sleep (ZT0-8)"	328.5	1
"DGRP48"	3	"Day sleep (ZT0-8)"	363.5	1
"DGRP48"	4	"Day sleep (ZT0-8)"	315	1
"DGRP48"	5	"Day sleep (ZT0-8)"	174.5	1
"DGRP48"	6	"Day sleep (ZT0-8)"	166	1
"DGRP57"	1	"Day sleep (ZT0-8)"	307	1
"DGRP57"	2	"Day sleep (ZT0-8)"	293	1
"DGRP57"	3	"Day sleep (ZT0-8)"	287	1
"DGRP57"	4	"Day sleep (ZT0-8)"	235	1
"DGRP57"	5	"Day sleep (ZT0-8)"	247	1
"DGRP57"	6	"Day sleep (ZT0-8)"	243	1
"DGRP75"	1	"Day sleep (ZT0-8)"	234.5	1
"DGRP75"	2	"Day sleep (ZT0-8)"	200	1
"DGRP75"	3	"Day sleep (ZT0-8)"	187.5	1
"DGRP75"	4	"Day sleep (ZT0-8)"	192.5	1
"DGRP75"	5	"Day sleep (ZT0-8)"	168	1
"DGRP75"	6	"Day sleep (ZT0-8)"	167.5	1
"DGRP85"	1	"Day sleep (ZT0-8)"	303	1
"DGRP85"	2	"Day sleep (ZT0-8)"	330	1
"DGRP85"	3	"Day sleep (ZT0-8)"	241	1
"DGRP85"	4	"Day sleep (ZT0-8)"	229	1
"DGRP85"	5	"Day sleep (ZT0-8)"	270	1
"DGRP85"	6	"Day sleep (ZT0-8)"	291	1
"DGRP93"	1	"Day sleep (ZT0-8)"	406	1
"DGRP93"	2	"Day sleep (ZT0-8)"	406	1
"DGRP93"	3	"Day sleep (ZT0-8)"	388.5	1
"DGRP93"	4	"Day sleep (ZT0-8)"	357.5	1
"DGRP93"	5	"Day sleep (ZT0-8)"	337.5	1
"DGRP93"	6	"Day sleep (ZT0-8)"	338.5	1
"DGRP100"	1	"Day sleep (ZT0-8)"	418	1
"DGRP100"	2	"Day sleep (ZT0-8)"	435.5	1
"DGRP100"	3	"Day sleep (ZT0-8)"	394.5	1
"DGRP100"	4	"Day sleep (ZT0-8)"	383	1
"DGRP100"	5	"Day sleep (ZT0-8)"	371.5	1
"DGRP100"	6	"Day sleep (ZT0-8)"	388.5	1
"DGRP109"	1	"Day sleep (ZT0-8)"	342	1
"DGRP109"	2	"Day sleep (ZT0-8)"	345.5	1
"DGRP109"	3	"Day sleep (ZT0-8)"	361.5	1
"DGRP109"	4	"Day sleep (ZT0-8)"	323.5	1
"DGRP109"	5	"Day sleep (ZT0-8)"	272	1
"DGRP109"	6	"Day sleep (ZT0-8)"	252.5	1
"DGRP129"	1	"Day sleep (ZT0-8)"	312	1
"DGRP129"	2	"Day sleep (ZT0-8)"	335	1
"DGRP129"	3	"Day sleep (ZT0-8)"	342	1
"DGRP129"	4	"Day sleep (ZT0-8)"	332	1
"DGRP129"	5	"Day sleep (ZT0-8)"	327	1
"DGRP129"	6	"Day sleep (ZT0-8)"	325	1
"DGRP142"	1	"Day sleep (ZT0-8)"	295	1
"DGRP142"	2	"Day sleep (ZT0-8)"	285.5	1
"DGRP142"	3	"Day sleep (ZT0-8)"	217	1
"DGRP142"	4	"Day sleep (ZT0-8)"	98.5	1
"DGRP142"	5	"Day sleep (ZT0-8)"	103	1
"DGRP142"	6	"Day sleep (ZT0-8)"	150.5	1
"DGRP149"	1	"Day sleep (ZT0-8)"	67	1
"DGRP149"	2	"Day sleep (ZT0-8)"	53	1
"DGRP149"	3	"Day sleep (ZT0-8)"	47	1
"DGRP149"	4	"Day sleep (ZT0-8)"	42	1
"DGRP149"	5	"Day sleep (ZT0-8)"	76	1
"DGRP149"	6	"Day sleep (ZT0-8)"	219	1
"DGRP229"	1	"Day sleep (ZT0-8)"	286	1
"DGRP229"	2	"Day sleep (ZT0-8)"	283	1
"DGRP229"	3	"Day sleep (ZT0-8)"	237	1
"DGRP229"	4	"Day sleep (ZT0-8)"	304	1
"DGRP229"	5	"Day sleep (ZT0-8)"	287	1
"DGRP229"	6	"Day sleep (ZT0-8)"	231.5	1
"DGRP239"	1	"Day sleep (ZT0-8)"	354.5	2
"DGRP239"	2	"Day sleep (ZT0-8)"	381.25	2
"DGRP239"	3	"Day sleep (ZT0-8)"	366.25	2
"DGRP239"	4	"Day sleep (ZT0-8)"	357.5	2
"DGRP239"	5	"Day sleep (ZT0-8)"	362.75	2
"DGRP239"	6	"Day sleep (ZT0-8)"	357.75	2
"DGRP189"	1	"Day sleep (ZT0-8)"	355.75	2
"DGRP189"	2	"Day sleep (ZT0-8)"	319.5	2
"DGRP189"	3	"Day sleep (ZT0-8)"	277.5	2
"DGRP189"	4	"Day sleep (ZT0-8)"	261.25	2
"DGRP189"	5	"Day sleep (ZT0-8)"	275.75	2
"DGRP189"	6	"Day sleep (ZT0-8)"	274.75	2
"DGRP228"	1	"Day sleep (ZT0-8)"	351	1
"DGRP228"	2	"Day sleep (ZT0-8)"	309	1
"DGRP228"	3	"Day sleep (ZT0-8)"	327	1
"DGRP228"	4	"Day sleep (ZT0-8)"	338	1
"DGRP228"	5	"Day sleep (ZT0-8)"	363	1
"DGRP228"	6	"Day sleep (ZT0-8)"	359	1
"DGRP287"	1	"Day sleep (ZT0-8)"	325	1
"DGRP287"	2	"Day sleep (ZT0-8)"	327	1
"DGRP287"	3	"Day sleep (ZT0-8)"	332	1
"DGRP287"	4	"Day sleep (ZT0-8)"	308.5	1
"DGRP287"	5	"Day sleep (ZT0-8)"	310	1
"DGRP287"	6	"Day sleep (ZT0-8)"	325.5	1
"DGRP38"	1	"Day sleep (ZT0-8)"	233	1
"DGRP38"	2	"Day sleep (ZT0-8)"	174	1
"DGRP38"	3	"Day sleep (ZT0-8)"	115	1
"DGRP38"	4	"Day sleep (ZT0-8)"	118	1
"DGRP38"	5	"Day sleep (ZT0-8)"	121	1
"DGRP38"	6	"Day sleep (ZT0-8)"	129	1
"DGRP354"	1	"Day sleep (ZT0-8)"	313	2
"DGRP354"	2	"Day sleep (ZT0-8)"	333	2
"DGRP354"	3	"Day sleep (ZT0-8)"	316.5	2
"DGRP354"	4	"Day sleep (ZT0-8)"	309	2
"DGRP354"	5	"Day sleep (ZT0-8)"	315.25	2
"DGRP354"	6	"Day sleep (ZT0-8)"	311.75	2
"DGRP88"	1	"Day sleep (ZT0-8)"	234.5	1
"DGRP88"	2	"Day sleep (ZT0-8)"	233	1
"DGRP88"	3	"Day sleep (ZT0-8)"	218	1
"DGRP88"	4	"Day sleep (ZT0-8)"	218	1
"DGRP88"	5	"Day sleep (ZT0-8)"	192.5	1
"DGRP88"	6	"Day sleep (ZT0-8)"	176	1
"DGRP309"	1	"Day sleep (ZT0-8)"	349.5	2
"DGRP309"	2	"Day sleep (ZT0-8)"	304.5	2
"DGRP309"	3	"Day sleep (ZT0-8)"	280	2
"DGRP309"	4	"Day sleep (ZT0-8)"	285.5	2
"DGRP309"	5	"Day sleep (ZT0-8)"	254	2
"DGRP309"	6	"Day sleep (ZT0-8)"	267.5	2
"DGRP317"	1	"Day sleep (ZT0-8)"	289	1
"DGRP317"	2	"Day sleep (ZT0-8)"	229	1
"DGRP317"	3	"Day sleep (ZT0-8)"	207	1
"DGRP317"	4	"Day sleep (ZT0-8)"	222	1
"DGRP317"	5	"Day sleep (ZT0-8)"	210	1
"DGRP317"	6	"Day sleep (ZT0-8)"	216	1
"DGRP319"	1	"Day sleep (ZT0-8)"	405.333333333333	3
"DGRP319"	2	"Day sleep (ZT0-8)"	403.333333333333	3
"DGRP319"	3	"Day sleep (ZT0-8)"	413	3
"DGRP319"	4	"Day sleep (ZT0-8)"	403.833333333333	3
"DGRP319"	5	"Day sleep (ZT0-8)"	398	3
"DGRP319"	6	"Day sleep (ZT0-8)"	403.5	3
"DGRP320"	1	"Day sleep (ZT0-8)"	366	2
"DGRP320"	2	"Day sleep (ZT0-8)"	377.5	2
"DGRP320"	3	"Day sleep (ZT0-8)"	369.25	2
"DGRP320"	4	"Day sleep (ZT0-8)"	375.75	2
"DGRP320"	5	"Day sleep (ZT0-8)"	377	2
"DGRP320"	6	"Day sleep (ZT0-8)"	376	2
"DGRP321"	1	"Day sleep (ZT0-8)"	278.25	2
"DGRP321"	2	"Day sleep (ZT0-8)"	288	2
"DGRP321"	3	"Day sleep (ZT0-8)"	293.25	2
"DGRP321"	4	"Day sleep (ZT0-8)"	234	2
"DGRP321"	5	"Day sleep (ZT0-8)"	217	2
"DGRP321"	6	"Day sleep (ZT0-8)"	211	2
"DGRP332"	1	"Day sleep (ZT0-8)"	365.25	2
"DGRP332"	2	"Day sleep (ZT0-8)"	373.25	2
"DGRP332"	3	"Day sleep (ZT0-8)"	363.75	2
"DGRP332"	4	"Day sleep (ZT0-8)"	353	2
"DGRP332"	5	"Day sleep (ZT0-8)"	367	2
"DGRP332"	6	"Day sleep (ZT0-8)"	380.75	2
"DGRP348"	1	"Day sleep (ZT0-8)"	255	1
"DGRP348"	2	"Day sleep (ZT0-8)"	307	1
"DGRP348"	3	"Day sleep (ZT0-8)"	285	1
"DGRP348"	4	"Day sleep (ZT0-8)"	277	1
"DGRP348"	5	"Day sleep (ZT0-8)"	286	1
"DGRP348"	6	"Day sleep (ZT0-8)"	297	1
"DGRP350"	1	"Day sleep (ZT0-8)"	369	1
"DGRP350"	2	"Day sleep (ZT0-8)"	381.5	1
"DGRP350"	3	"Day sleep (ZT0-8)"	370	1
"DGRP350"	4	"Day sleep (ZT0-8)"	315	1
"DGRP350"	5	"Day sleep (ZT0-8)"	321.5	1
"DGRP350"	6	"Day sleep (ZT0-8)"	312	1
"DGRP352"	1	"Day sleep (ZT0-8)"	328	1
"DGRP352"	2	"Day sleep (ZT0-8)"	307	1
"DGRP352"	3	"Day sleep (ZT0-8)"	306	1
"DGRP352"	4	"Day sleep (ZT0-8)"	275	1
"DGRP352"	5	"Day sleep (ZT0-8)"	287	1
"DGRP352"	6	"Day sleep (ZT0-8)"	235	1
"DGRP355"	1	"Day sleep (ZT0-8)"	268	1
"DGRP355"	2	"Day sleep (ZT0-8)"	314	1
"DGRP355"	3	"Day sleep (ZT0-8)"	303	1
"DGRP355"	4	"Day sleep (ZT0-8)"	339	1
"DGRP355"	5	"Day sleep (ZT0-8)"	330	1
"DGRP355"	6	"Day sleep (ZT0-8)"	321	1
"DGRP356"	1	"Day sleep (ZT0-8)"	356	2
"DGRP356"	2	"Day sleep (ZT0-8)"	356.5	2
"DGRP356"	3	"Day sleep (ZT0-8)"	312	2
"DGRP356"	4	"Day sleep (ZT0-8)"	310	2
"DGRP356"	5	"Day sleep (ZT0-8)"	295	2
"DGRP356"	6	"Day sleep (ZT0-8)"	266	2
"DGRP359"	1	"Day sleep (ZT0-8)"	302	1
"DGRP359"	2	"Day sleep (ZT0-8)"	333	1
"DGRP359"	3	"Day sleep (ZT0-8)"	309	1
"DGRP359"	4	"Day sleep (ZT0-8)"	302	1
"DGRP359"	5	"Day sleep (ZT0-8)"	211	1
"DGRP359"	6	"Day sleep (ZT0-8)"	170	1
"DGRP361"	1	"Day sleep (ZT0-8)"	360.5	2
"DGRP361"	2	"Day sleep (ZT0-8)"	357.5	2
"DGRP361"	3	"Day sleep (ZT0-8)"	340.5	2
"DGRP361"	4	"Day sleep (ZT0-8)"	289.25	2
"DGRP361"	5	"Day sleep (ZT0-8)"	317	2
"DGRP361"	6	"Day sleep (ZT0-8)"	333.25	2
"DGRP370"	1	"Day sleep (ZT0-8)"	379	1
"DGRP370"	2	"Day sleep (ZT0-8)"	379	1
"DGRP370"	3	"Day sleep (ZT0-8)"	375	1
"DGRP370"	4	"Day sleep (ZT0-8)"	356	1
"DGRP370"	5	"Day sleep (ZT0-8)"	352	1
"DGRP370"	6	"Day sleep (ZT0-8)"	320	1
"DGRP371"	1	"Day sleep (ZT0-8)"	269.5	1
"DGRP371"	2	"Day sleep (ZT0-8)"	225.5	1
"DGRP371"	3	"Day sleep (ZT0-8)"	189	1
"DGRP371"	4	"Day sleep (ZT0-8)"	92.5	1
"DGRP371"	5	"Day sleep (ZT0-8)"	66.5	1
"DGRP371"	6	"Day sleep (ZT0-8)"	67.5	1
"DGRP377"	1	"Day sleep (ZT0-8)"	310.5	1
"DGRP377"	2	"Day sleep (ZT0-8)"	275	1
"DGRP377"	3	"Day sleep (ZT0-8)"	207.5	1
"DGRP377"	4	"Day sleep (ZT0-8)"	186.5	1
"DGRP377"	5	"Day sleep (ZT0-8)"	149	1
"DGRP377"	6	"Day sleep (ZT0-8)"	124.5	1
"DGRP381"	1	"Day sleep (ZT0-8)"	90	1
"DGRP381"	2	"Day sleep (ZT0-8)"	73.5	1
"DGRP381"	3	"Day sleep (ZT0-8)"	99.5	1
"DGRP381"	4	"Day sleep (ZT0-8)"	140.5	1
"DGRP381"	5	"Day sleep (ZT0-8)"	197	1
"DGRP381"	6	"Day sleep (ZT0-8)"	204.5	1
"DGRP385"	1	"Day sleep (ZT0-8)"	381	1
"DGRP385"	2	"Day sleep (ZT0-8)"	355	1
"DGRP385"	3	"Day sleep (ZT0-8)"	348	1
"DGRP385"	4	"Day sleep (ZT0-8)"	336	1
"DGRP385"	5	"Day sleep (ZT0-8)"	282	1
"DGRP385"	6	"Day sleep (ZT0-8)"	259	1
"DGRP386"	1	"Day sleep (ZT0-8)"	275	2
"DGRP386"	2	"Day sleep (ZT0-8)"	275.5	2
"DGRP386"	3	"Day sleep (ZT0-8)"	271.75	2
"DGRP386"	4	"Day sleep (ZT0-8)"	240.25	2
"DGRP386"	5	"Day sleep (ZT0-8)"	228.5	2
"DGRP386"	6	"Day sleep (ZT0-8)"	192.25	2
"DGRP390"	1	"Day sleep (ZT0-8)"	239	1
"DGRP390"	2	"Day sleep (ZT0-8)"	163	1
"DGRP390"	3	"Day sleep (ZT0-8)"	139	1
"DGRP390"	4	"Day sleep (ZT0-8)"	161	1
"DGRP390"	5	"Day sleep (ZT0-8)"	160	1
"DGRP390"	6	"Day sleep (ZT0-8)"	158	1
"DGRP383"	1	"Day sleep (ZT0-8)"	379	1
"DGRP383"	2	"Day sleep (ZT0-8)"	331	1
"DGRP383"	3	"Day sleep (ZT0-8)"	298	1
"DGRP383"	4	"Day sleep (ZT0-8)"	288	1
"DGRP383"	5	"Day sleep (ZT0-8)"	258	1
"DGRP383"	6	"Day sleep (ZT0-8)"	272	1
"DGRP392"	1	"Day sleep (ZT0-8)"	272	1
"DGRP392"	2	"Day sleep (ZT0-8)"	210	1
"DGRP392"	3	"Day sleep (ZT0-8)"	186	1
"DGRP392"	4	"Day sleep (ZT0-8)"	194	1
"DGRP392"	5	"Day sleep (ZT0-8)"	179	1
"DGRP392"	6	"Day sleep (ZT0-8)"	190	1
"DGRP395"	1	"Day sleep (ZT0-8)"	412	1
"DGRP395"	2	"Day sleep (ZT0-8)"	402	1
"DGRP395"	3	"Day sleep (ZT0-8)"	388	1
"DGRP395"	4	"Day sleep (ZT0-8)"	321	1
"DGRP395"	5	"Day sleep (ZT0-8)"	271	1
"DGRP395"	6	"Day sleep (ZT0-8)"	256	1
"DGRP397"	1	"Day sleep (ZT0-8)"	375	1
"DGRP397"	2	"Day sleep (ZT0-8)"	329.5	1
"DGRP397"	3	"Day sleep (ZT0-8)"	303	1
"DGRP397"	4	"Day sleep (ZT0-8)"	291.5	1
