Genotype	value	n_batches	total_flies	phenotype
"DGRP705"	0.216104391290315	2	41	"FragmentationLight__D6_D1"
"DGRP707"	0.023480983132613	2	28	"FragmentationLight__D6_D1"
"DGRP712"	0.22384808920125	2	39	"FragmentationLight__D6_D1"
"DGRP714"	-0.179370330299139	1	19	"FragmentationLight__D6_D1"
"DGRP716"	0.324438499911107	1	19	"FragmentationLight__D6_D1"
"DGRP721"	0.653567372678257	1	12	"FragmentationLight__D6_D1"
"DGRP73"	-0.199194051619573	1	16	"FragmentationLight__D6_D1"
"DGRP730"	0.227413949625061	2	58	"FragmentationLight__D6_D1"
"DGRP732"	0.49290926451928	2	41	"FragmentationLight__D6_D1"
"DGRP737"	0.464411439785047	1	29	"FragmentationLight__D6_D1"
"DGRP738"	0.601468454913189	1	28	"FragmentationLight__D6_D1"
"DGRP748"	0.174858415403423	2	42	"FragmentationLight__D6_D1"
"DGRP75"	0.38751601304457	1	24	"FragmentationLight__D6_D1"
"DGRP757"	0.313106115232314	2	38	"FragmentationLight__D6_D1"
"DGRP761"	0.0245124537694317	1	17	"FragmentationLight__D6_D1"
"DGRP765"	0.0483681955681077	3	61	"FragmentationLight__D6_D1"
"DGRP774"	0.581930242082897	1	26	"FragmentationLight__D6_D1"
"DGRP776"	0.250734675609902	1	23	"FragmentationLight__D6_D1"
"DGRP783"	0.494749425940875	2	56	"FragmentationLight__D6_D1"
"DGRP786"	0.501795802309842	1	27	"FragmentationLight__D6_D1"
"DGRP787"	-0.0719866732087328	1	25	"FragmentationLight__D6_D1"
"DGRP796"	-0.195941075031311	1	22	"FragmentationLight__D6_D1"
"DGRP799"	0.485366620289881	1	30	"FragmentationLight__D6_D1"
"DGRP801"	0.0937414672112462	1	24	"FragmentationLight__D6_D1"
"DGRP802"	0.489947807513617	1	23	"FragmentationLight__D6_D1"
"DGRP805"	-0.102850534862634	1	26	"FragmentationLight__D6_D1"
"DGRP808"	0.177724575417706	1	24	"FragmentationLight__D6_D1"
"DGRP810"	0.215833969137	1	30	"FragmentationLight__D6_D1"
"DGRP812"	-0.0632163668183478	1	17	"FragmentationLight__D6_D1"
"DGRP818"	0.575833710849196	1	18	"FragmentationLight__D6_D1"
"DGRP819"	0.315220928742179	1	28	"FragmentationLight__D6_D1"
"DGRP820"	0.974515700220526	2	43	"FragmentationLight__D6_D1"
"DGRP821"	-0.0853589960259154	2	30	"FragmentationLight__D6_D1"
"DGRP822"	0.450124621120468	1	28	"FragmentationLight__D6_D1"
"DGRP83"	-0.0363934403188623	1	17	"FragmentationLight__D6_D1"
"DGRP832"	0.394428113305686	2	24	"FragmentationLight__D6_D1"
"DGRP837"	0.404705212084069	2	36	"FragmentationLight__D6_D1"
"DGRP843"	0.191483815133984	1	22	"FragmentationLight__D6_D1"
"DGRP85"	-0.130820737475284	1	21	"FragmentationLight__D6_D1"
"DGRP850"	-0.108472884483418	1	19	"FragmentationLight__D6_D1"
"DGRP852"	0.341428292924679	1	25	"FragmentationLight__D6_D1"
"DGRP855"	-0.0939647548080578	1	21	"FragmentationLight__D6_D1"
"DGRP857"	0.150419606642762	1	13	"FragmentationLight__D6_D1"
"DGRP859"	0.194125775579017	1	22	"FragmentationLight__D6_D1"
"DGRP861"	-0.306309607336648	1	11	"FragmentationLight__D6_D1"
"DGRP879"	0.157358138481912	1	19	"FragmentationLight__D6_D1"
"DGRP88"	0.100530974987155	1	22	"FragmentationLight__D6_D1"
"DGRP890"	0.379927823070772	2	54	"FragmentationLight__D6_D1"
"DGRP897"	0.433255935685377	1	24	"FragmentationLight__D6_D1"
"DGRP900"	0.304895927578822	1	25	"FragmentationLight__D6_D1"
"DGRP907"	0.256440325005037	1	30	"FragmentationLight__D6_D1"
"DGRP908"	0.335870093329131	1	18	"FragmentationLight__D6_D1"
"DGRP911"	0.346895868025325	1	22	"FragmentationLight__D6_D1"
"DGRP913"	-0.0377388310931669	1	20	"FragmentationLight__D6_D1"
"DGRP93"	0.585644440994724	1	30	"FragmentationLight__D6_D1"
"DGRP100"	0.341868441417587	1	28	"FragmentationLight__Late2_Early2"
"DGRP101"	0.297489238632131	1	27	"FragmentationLight__Late2_Early2"
"DGRP105"	0.271015010482279	1	20	"FragmentationLight__Late2_Early2"
"DGRP109"	0.688726401427072	1	30	"FragmentationLight__Late2_Early2"
"DGRP129"	0.209484312653033	1	29	"FragmentationLight__Late2_Early2"
"DGRP136"	-0.0210796504390484	1	21	"FragmentationLight__Late2_Early2"
"DGRP142"	0.385221545641717	1	21	"FragmentationLight__Late2_Early2"
"DGRP149"	0.00193288194335517	1	16	"FragmentationLight__Late2_Early2"
"DGRP161"	0.0770361355672807	2	32	"FragmentationLight__Late2_Early2"
"DGRP181"	0.233244710707913	2	39	"FragmentationLight__Late2_Early2"
"DGRP189"	0.295064559275997	2	38	"FragmentationLight__Late2_Early2"
"DGRP195"	0.150003426594173	2	33	"FragmentationLight__Late2_Early2"
"DGRP208"	0.249776038030641	2	49	"FragmentationLight__Late2_Early2"
"DGRP217"	0.333836719783693	2	40	"FragmentationLight__Late2_Early2"
"DGRP228"	0.329994006146675	1	23	"FragmentationLight__Late2_Early2"
"DGRP229"	0.254559975781368	1	30	"FragmentationLight__Late2_Early2"
"DGRP235"	-0.144606057074875	2	28	"FragmentationLight__Late2_Early2"
"DGRP239"	0.2083845911316	2	44	"FragmentationLight__Late2_Early2"
"DGRP26"	-0.0482001488876061	2	39	"FragmentationLight__Late2_Early2"
"DGRP287"	0.342370630919676	1	24	"FragmentationLight__Late2_Early2"
"DGRP301"	0.572330755540055	1	23	"FragmentationLight__Late2_Early2"
"DGRP303"	0.149762283648463	2	42	"FragmentationLight__Late2_Early2"
"DGRP304"	0.101562276097302	2	48	"FragmentationLight__Late2_Early2"
"DGRP307"	0.180824068119524	2	51	"FragmentationLight__Late2_Early2"
"DGRP309"	0.407809927405614	2	39	"FragmentationLight__Late2_Early2"
"DGRP31"	0.154240060785381	1	24	"FragmentationLight__Late2_Early2"
"DGRP310"	0.34608096583904	2	46	"FragmentationLight__Late2_Early2"
"DGRP313"	0.0413964247446306	2	40	"FragmentationLight__Late2_Early2"
"DGRP317"	0.0870724631323397	1	25	"FragmentationLight__Late2_Early2"
"DGRP318"	0.235024734282716	1	23	"FragmentationLight__Late2_Early2"
"DGRP319"	0.0712444067029277	3	44	"FragmentationLight__Late2_Early2"
"DGRP32"	0.466729936250845	1	29	"FragmentationLight__Late2_Early2"
"DGRP320"	0.129202661915476	2	31	"FragmentationLight__Late2_Early2"
"DGRP321"	0.370384346924215	2	43	"FragmentationLight__Late2_Early2"
"DGRP324"	0.206748489261911	2	53	"FragmentationLight__Late2_Early2"
"DGRP332"	0.0410214466614358	2	39	"FragmentationLight__Late2_Early2"
"DGRP335"	-0.0660121787192764	3	40	"FragmentationLight__Late2_Early2"
"DGRP336"	0.0314616549130376	4	61	"FragmentationLight__Late2_Early2"
"DGRP338"	0.124511910340571	2	39	"FragmentationLight__Late2_Early2"
"DGRP348"	0.0267340705041849	1	20	"FragmentationLight__Late2_Early2"
"DGRP350"	0.454905948495887	1	20	"FragmentationLight__Late2_Early2"
"DGRP352"	0.33283760830683	1	23	"FragmentationLight__Late2_Early2"
"DGRP354"	0.25024892814129	2	51	"FragmentationLight__Late2_Early2"
"DGRP355"	0.021018271498511	1	29	"FragmentationLight__Late2_Early2"
"DGRP356"	0.28768331633042	2	43	"FragmentationLight__Late2_Early2"
"DGRP357"	0.3262610097927	1	20	"FragmentationLight__Late2_Early2"
"DGRP358"	0.0596898060795578	2	44	"FragmentationLight__Late2_Early2"
"DGRP359"	0.207362442486617	1	21	"FragmentationLight__Late2_Early2"
"DGRP360"	0.0883155116372467	2	37	"FragmentationLight__Late2_Early2"
"DGRP361"	0.151384355574745	2	27	"FragmentationLight__Late2_Early2"
"DGRP362"	0.121610094312183	2	59	"FragmentationLight__Late2_Early2"
"DGRP365"	-0.632321423175845	1	23	"FragmentationLight__Late2_Early2"
"DGRP370"	0.346708365322041	1	25	"FragmentationLight__Late2_Early2"
"DGRP371"	0.579075885260469	1	18	"FragmentationLight__Late2_Early2"
"DGRP374"	0.272631145523634	1	26	"FragmentationLight__Late2_Early2"
"DGRP375"	0.0942129336732498	2	44	"FragmentationLight__Late2_Early2"
"DGRP377"	0.562067710353696	1	19	"FragmentationLight__Late2_Early2"
"DGRP379"	0.112888178201002	1	24	"FragmentationLight__Late2_Early2"
"DGRP38"	0.360629681975185	1	25	"FragmentationLight__Late2_Early2"
"DGRP380"	0.310800499468026	3	63	"FragmentationLight__Late2_Early2"
"DGRP381"	-0.0141540303315529	1	20	"FragmentationLight__Late2_Early2"
"DGRP382"	0.395232114248775	2	32	"FragmentationLight__Late2_Early2"
"DGRP383"	0.0321127061730151	1	21	"FragmentationLight__Late2_Early2"
"DGRP385"	0.522512110844096	1	29	"FragmentationLight__Late2_Early2"
"DGRP386"	0.375259497095044	2	41	"FragmentationLight__Late2_Early2"
"DGRP390"	-0.0439223878386957	1	20	"FragmentationLight__Late2_Early2"
"DGRP391"	0.180457025086084	4	84	"FragmentationLight__Late2_Early2"
"DGRP392"	-0.176481068207864	1	30	"FragmentationLight__Late2_Early2"
"DGRP395"	0.25247923860568	1	23	"FragmentationLight__Late2_Early2"
"DGRP397"	0.0108590507599107	1	30	"FragmentationLight__Late2_Early2"
"DGRP399"	0.587019864655252	2	46	"FragmentationLight__Late2_Early2"
"DGRP40"	0.146537346855807	3	49	"FragmentationLight__Late2_Early2"
"DGRP405"	-0.176863654796864	1	23	"FragmentationLight__Late2_Early2"
"DGRP406"	-0.222338784537486	1	21	"FragmentationLight__Late2_Early2"
"DGRP409"	0.05145136402092	2	34	"FragmentationLight__Late2_Early2"
"DGRP41"	-0.139941061273584	1	24	"FragmentationLight__Late2_Early2"
"DGRP426"	0.361362273411191	1	14	"FragmentationLight__Late2_Early2"
"DGRP427"	-0.0431118972198735	1	22	"FragmentationLight__Late2_Early2"
"DGRP437"	0.11541103135337	3	50	"FragmentationLight__Late2_Early2"
"DGRP439"	0.280921623243102	1	27	"FragmentationLight__Late2_Early2"
"DGRP440"	-0.0137016906726815	1	25	"FragmentationLight__Late2_Early2"
"DGRP441"	0.0789663495586628	3	63	"FragmentationLight__Late2_Early2"
"DGRP443"	-0.00895000451125977	1	25	"FragmentationLight__Late2_Early2"
"DGRP45"	-0.112013589814991	1	23	"FragmentationLight__Late2_Early2"
"DGRP461"	0.116700232362841	1	13	"FragmentationLight__Late2_Early2"
"DGRP48"	0.0694636813733477	1	20	"FragmentationLight__Late2_Early2"
"DGRP486"	0.192993113564244	2	37	"FragmentationLight__Late2_Early2"
"DGRP491"	0.29695314642971	2	39	"FragmentationLight__Late2_Early2"
"DGRP492"	0.176420597148641	3	42	"FragmentationLight__Late2_Early2"
"DGRP502"	-0.144086943391174	2	35	"FragmentationLight__Late2_Early2"
"DGRP505"	0.262279896294351	1	20	"FragmentationLight__Late2_Early2"
"DGRP509"	1.33145266316349	1	22	"FragmentationLight__Late2_Early2"
"DGRP513"	-0.308143946054913	3	51	"FragmentationLight__Late2_Early2"
"DGRP517"	0.350375575268025	2	40	"FragmentationLight__Late2_Early2"
"DGRP528"	0.360370395006742	2	43	"FragmentationLight__Late2_Early2"
"DGRP531"	-0.0333226476856252	1	16	"FragmentationLight__Late2_Early2"
"DGRP535"	0.0833825589778233	2	43	"FragmentationLight__Late2_Early2"
"DGRP551"	0.385841316315956	1	26	"FragmentationLight__Late2_Early2"
"DGRP555"	0.273752663764138	2	44	"FragmentationLight__Late2_Early2"
"DGRP559"	0.358219332550391	1	18	"FragmentationLight__Late2_Early2"
"DGRP563"	0.521494453951307	1	27	"FragmentationLight__Late2_Early2"
"DGRP566"	0.34818997869434	1	9	"FragmentationLight__Late2_Early2"
"DGRP57"	0.033984446772187	1	18	"FragmentationLight__Late2_Early2"
"DGRP584"	-0.00694227690702876	2	28	"FragmentationLight__Late2_Early2"
"DGRP589"	0.589565939144658	1	21	"FragmentationLight__Late2_Early2"
"DGRP59"	0.0747853095180114	1	27	"FragmentationLight__Late2_Early2"
"DGRP595"	-0.0503687774491025	1	17	"FragmentationLight__Late2_Early2"
"DGRP596"	0.179717785484454	1	28	"FragmentationLight__Late2_Early2"
"DGRP627"	0.0317240068722804	1	16	"FragmentationLight__Late2_Early2"
"DGRP630"	0.182051903487523	2	42	"FragmentationLight__Late2_Early2"
"DGRP634"	0.0381292885327926	1	24	"FragmentationLight__Late2_Early2"
"DGRP639"	0.389429366583009	2	32	"FragmentationLight__Late2_Early2"
"DGRP69"	0.285342448131149	2	32	"FragmentationLight__Late2_Early2"
"DGRP703"	0.58130558480879	1	31	"FragmentationLight__Late2_Early2"
"DGRP705"	0.16875647070772	2	41	"FragmentationLight__Late2_Early2"
"DGRP707"	0.0748251612519729	2	28	"FragmentationLight__Late2_Early2"
"DGRP712"	0.219938047442699	2	38	"FragmentationLight__Late2_Early2"
"DGRP714"	-0.306068728218857	1	19	"FragmentationLight__Late2_Early2"
"DGRP716"	0.320372943070823	1	19	"FragmentationLight__Late2_Early2"
"DGRP73"	-0.0799546388487338	1	16	"FragmentationLight__Late2_Early2"
"DGRP730"	0.143804700849969	2	58	"FragmentationLight__Late2_Early2"
"DGRP732"	0.420670208154878	2	41	"FragmentationLight__Late2_Early2"
"DGRP737"	0.474886495054151	1	29	"FragmentationLight__Late2_Early2"
"DGRP738"	0.460707936588074	1	28	"FragmentationLight__Late2_Early2"
"DGRP748"	0.103476100460301	2	41	"FragmentationLight__Late2_Early2"
"DGRP75"	0.211414009059183	1	24	"FragmentationLight__Late2_Early2"
"DGRP757"	0.333954834197871	2	37	"FragmentationLight__Late2_Early2"
"DGRP761"	0.0474446809345837	1	17	"FragmentationLight__Late2_Early2"
"DGRP765"	0.0495582714604018	3	60	"FragmentationLight__Late2_Early2"
"DGRP774"	0.479604079745475	1	26	"FragmentationLight__Late2_Early2"
"DGRP776"	0.217503227067996	1	23	"FragmentationLight__Late2_Early2"
"DGRP783"	0.390770714421365	2	56	"FragmentationLight__Late2_Early2"
"DGRP786"	0.275775340626416	1	27	"FragmentationLight__Late2_Early2"
"DGRP787"	0.146390433829036	1	25	"FragmentationLight__Late2_Early2"
"DGRP796"	-0.242166458588619	1	22	"FragmentationLight__Late2_Early2"
"DGRP799"	0.406994046427433	1	30	"FragmentationLight__Late2_Early2"
"DGRP801"	0.0587295608753186	1	24	"FragmentationLight__Late2_Early2"
"DGRP802"	0.521293535739787	1	23	"FragmentationLight__Late2_Early2"
"DGRP805"	-0.0323439318405948	1	26	"FragmentationLight__Late2_Early2"
"DGRP808"	0.198258212828476	1	24	"FragmentationLight__Late2_Early2"
"DGRP810"	0.185117991264325	1	30	"FragmentationLight__Late2_Early2"
"DGRP812"	0.0254358398712562	1	17	"FragmentationLight__Late2_Early2"
"DGRP818"	0.501662217043806	1	18	"FragmentationLight__Late2_Early2"
"DGRP819"	0.357403966950461	1	28	"FragmentationLight__Late2_Early2"
"DGRP820"	0.682532567583355	2	43	"FragmentationLight__Late2_Early2"
"DGRP821"	-0.0564422482087514	2	30	"FragmentationLight__Late2_Early2"
"DGRP822"	0.431226813352265	1	28	"FragmentationLight__Late2_Early2"
"DGRP83"	-0.0087324466449904	1	17	"FragmentationLight__Late2_Early2"
"DGRP832"	0.246480516075863	2	23	"FragmentationLight__Late2_Early2"
"DGRP837"	0.369622168304865	2	36	"FragmentationLight__Late2_Early2"
"DGRP843"	0.406652639717682	1	22	"FragmentationLight__Late2_Early2"
"DGRP85"	-0.115714873830558	1	21	"FragmentationLight__Late2_Early2"
"DGRP850"	0.0138447917299509	1	19	"FragmentationLight__Late2_Early2"
"DGRP852"	0.148791566638954	1	25	"FragmentationLight__Late2_Early2"
"DGRP855"	-0.0399773365309936	1	21	"FragmentationLight__Late2_Early2"
"DGRP857"	0.248820066154796	1	13	"FragmentationLight__Late2_Early2"
"DGRP859"	0.152750562356305	1	14	"FragmentationLight__Late2_Early2"
"DGRP861"	-0.145516304298714	1	10	"FragmentationLight__Late2_Early2"
"DGRP879"	0.137266422632762	1	19	"FragmentationLight__Late2_Early2"
"DGRP88"	0.126794800998815	1	22	"FragmentationLight__Late2_Early2"
"DGRP890"	0.47311837541278	2	53	"FragmentationLight__Late2_Early2"
"DGRP897"	0.479344006079135	1	24	"FragmentationLight__Late2_Early2"
"DGRP900"	0.325662919410216	1	25	"FragmentationLight__Late2_Early2"
"DGRP907"	0.354429970614721	1	30	"FragmentationLight__Late2_Early2"
"DGRP908"	0.436396023228521	1	18	"FragmentationLight__Late2_Early2"
"DGRP911"	0.320904063008134	1	22	"FragmentationLight__Late2_Early2"
"DGRP913"	0.090600075689447	1	20	"FragmentationLight__Late2_Early2"
"DGRP93"	0.512117966695705	1	30	"FragmentationLight__Late2_Early2"
"DGRP100"	0.121135081004556	1	28	"MovingLight__State_D2_D6"
"DGRP101"	0.214629381604494	1	27	"MovingLight__State_D2_D6"
"DGRP105"	0.50006114820739	1	20	"MovingLight__State_D2_D6"
"DGRP109"	0.255093414337889	1	30	"MovingLight__State_D2_D6"
"DGRP129"	0.220718414337889	1	29	"MovingLight__State_D2_D6"
"DGRP136"	0.179691612367202	1	22	"MovingLight__State_D2_D6"
"DGRP142"	0.380718414337889	1	30	"MovingLight__State_D2_D6"
"DGRP149"	0.57821841433789	1	29	"MovingLight__State_D2_D6"
"DGRP161"	0.430637857740052	2	35	"MovingLight__State_D2_D6"
"DGRP176"	0.395808975726108	1	29	"MovingLight__State_D2_D6"
"DGRP181"	0.318213391520155	2	43	"MovingLight__State_D2_D6"
"DGRP189"	0.303791254065078	2	39	"MovingLight__State_D2_D6"
"DGRP195"	0.16798829725874	2	33	"MovingLight__State_D2_D6"
"DGRP208"	0.225805945504015	2	54	"MovingLight__State_D2_D6"
"DGRP21"	0.174142309059442	1	17	"MovingLight__State_D2_D6"
"DGRP217"	0.325267049163972	2	41	"MovingLight__State_D2_D6"
"DGRP228"	0.231049417619117	1	23	"MovingLight__State_D2_D6"
"DGRP229"	0.315510081004556	1	30	"MovingLight__State_D2_D6"
"DGRP235"	0.210241748885894	2	28	"MovingLight__State_D2_D6"
"DGRP239"	0.168527947088711	2	44	"MovingLight__State_D2_D6"
"DGRP26"	0.136348117599363	2	39	"MovingLight__State_D2_D6"
"DGRP280"	0.263308975726108	1	27	"MovingLight__State_D2_D6"
"DGRP287"	0.263966084285784	1	24	"MovingLight__State_D2_D6"
"DGRP301"	0.273208180805451	1	23	"MovingLight__State_D2_D6"
"DGRP303"	0.113145432440984	2	42	"MovingLight__State_D2_D6"
"DGRP304"	0.115437099107653	2	48	"MovingLight__State_D2_D6"
"DGRP306"	0.378725642392775	1	30	"MovingLight__State_D2_D6"
"DGRP307"	0.204499599107653	2	51	"MovingLight__State_D2_D6"
"DGRP309"	0.317057688112905	2	40	"MovingLight__State_D2_D6"
"DGRP31"	0.121712714937827	1	24	"MovingLight__State_D2_D6"
"DGRP310"	0.320168091672523	2	49	"MovingLight__State_D2_D6"
"DGRP313"	0.604395432440987	2	58	"MovingLight__State_D2_D6"
"DGRP317"	0.444040619048104	1	25	"MovingLight__State_D2_D6"
"DGRP318"	0.336504381604494	1	24	"MovingLight__State_D2_D6"
"DGRP319"	0.112581507577336	3	44	"MovingLight__State_D2_D6"
"DGRP32"	0.350329811354352	1	29	"MovingLight__State_D2_D6"
"DGRP320"	0.147578521446239	2	31	"MovingLight__State_D2_D6"
"DGRP321"	0.353209882777152	2	47	"MovingLight__State_D2_D6"
"DGRP324"	0.172312099107651	2	55	"MovingLight__State_D2_D6"
"DGRP332"	0.164974354779572	2	39	"MovingLight__State_D2_D6"
"DGRP335"	0.079978194011084	3	40	"MovingLight__State_D2_D6"
"DGRP336"	0.135070063101492	4	61	"MovingLight__State_D2_D6"
"DGRP338"	0.0982959307220128	2	39	"MovingLight__State_D2_D6"
"DGRP348"	0.318623952381438	1	20	"MovingLight__State_D2_D6"
"DGRP350"	0.260707285714771	1	20	"MovingLight__State_D2_D6"
"DGRP352"	0.375290619048105	1	25	"MovingLight__State_D2_D6"
"DGRP354"	0.241662938808639	2	51	"MovingLight__State_D2_D6"
"DGRP355"	0.213035258569173	1	29	"MovingLight__State_D2_D6"
"DGRP356"	0.253019702537685	2	44	"MovingLight__State_D2_D6"
"DGRP357"	0.419268996079901	1	24	"MovingLight__State_D2_D6"
"DGRP358"	0.35887459910765	2	47	"MovingLight__State_D2_D6"
"DGRP359"	0.285951925235839	1	23	"MovingLight__State_D2_D6"
"DGRP360"	0.48981209910765	2	47	"MovingLight__State_D2_D6"
"DGRP361"	0.172980538931624	2	27	"MovingLight__State_D2_D6"
"DGRP362"	0.0873120991076525	2	59	"MovingLight__State_D2_D6"
"DGRP365"	0.147791514138784	1	23	"MovingLight__State_D2_D6"
"DGRP370"	0.169285258569172	1	25	"MovingLight__State_D2_D6"
"DGRP371"	0.455535258569172	1	28	"MovingLight__State_D2_D6"
"DGRP373"	0.211225642392775	1	24	"MovingLight__State_D2_D6"
"DGRP374"	0.326607373511222	1	26	"MovingLight__State_D2_D6"
"DGRP375"	0.025853765774318	2	44	"MovingLight__State_D2_D6"
"DGRP377"	0.435535258569172	1	22	"MovingLight__State_D2_D6"
"DGRP379"	0.259644481540724	1	24	"MovingLight__State_D2_D6"
"DGRP38"	0.569040619048105	1	25	"MovingLight__State_D2_D6"
"DGRP380"	0.207071421507639	3	63	"MovingLight__State_D2_D6"
"DGRP381"	0.463660258569172	1	28	"MovingLight__State_D2_D6"
"DGRP382"	0.202368926445712	2	32	"MovingLight__State_D2_D6"
"DGRP383"	0.242368926445712	1	21	"MovingLight__State_D2_D6"
"DGRP385"	0.221785258569172	1	29	"MovingLight__State_D2_D6"
"DGRP386"	0.349002006066357	2	41	"MovingLight__State_D2_D6"
"DGRP390"	0.485535258569172	1	23	"MovingLight__State_D2_D6"
"DGRP391"	0.410390327672108	4	91	"MovingLight__State_D2_D6"
"DGRP392"	0.329452259779045	1	31	"MovingLight__State_D2_D6"
"DGRP395"	0.169035593112379	1	25	"MovingLight__State_D2_D6"
"DGRP397"	0.199243926445712	1	30	"MovingLight__State_D2_D6"
"DGRP399"	0.22251177883918	2	46	"MovingLight__State_D2_D6"
"DGRP40"	0.284192182245218	3	50	"MovingLight__State_D2_D6"
"DGRP405"	0.284243926445712	1	24	"MovingLight__State_D2_D6"
"DGRP406"	0.177577259779045	1	22	"MovingLight__State_D2_D6"
"DGRP409"	0.0491010162987053	2	34	"MovingLight__State_D2_D6"
"DGRP41"	0.456579811354352	1	25	"MovingLight__State_D2_D6"
"DGRP426"	0.183202259779045	1	15	"MovingLight__State_D2_D6"
"DGRP427"	0.382993926445712	1	22	"MovingLight__State_D2_D6"
"DGRP437"	0.407264070453516	3	52	"MovingLight__State_D2_D6"
"DGRP439"	0.210702259779045	1	27	"MovingLight__State_D2_D6"
"DGRP440"	0.328618926445712	1	25	"MovingLight__State_D2_D6"
"DGRP441"	0.299097650417399	3	63	"MovingLight__State_D2_D6"
"DGRP443"	0.283618926445712	1	25	"MovingLight__State_D2_D6"
"DGRP45"	0.247413144687686	1	25	"MovingLight__State_D2_D6"
"DGRP461"	0.182219588544483	1	14	"MovingLight__State_D2_D6"
"DGRP48"	0.357413144687686	1	22	"MovingLight__State_D2_D6"
"DGRP486"	0.33289089556517	2	38	"MovingLight__State_D2_D6"
"DGRP491"	0.179562708699647	2	39	"MovingLight__State_D2_D6"
"DGRP492"	0.171991189423402	3	42	"MovingLight__State_D2_D6"
"DGRP502"	0.293591843147309	2	43	"MovingLight__State_D2_D6"
"DGRP505"	0.231544136213238	1	20	"MovingLight__State_D2_D6"
"DGRP509"	0.232436185621728	1	22	"MovingLight__State_D2_D6"
"DGRP513"	0.269026343646793	3	55	"MovingLight__State_D2_D6"
"DGRP517"	0.219309402200091	2	41	"MovingLight__State_D2_D6"
"DGRP528"	0.239827420761249	2	44	"MovingLight__State_D2_D6"
"DGRP531"	0.0896210013049051	1	16	"MovingLight__State_D2_D6"
"DGRP535"	0.437312830919975	2	51	"MovingLight__State_D2_D6"
"DGRP551"	0.371448885691317	1	26	"MovingLight__State_D2_D6"
"DGRP555"	0.222303445505848	2	45	"MovingLight__State_D2_D6"
"DGRP559"	0.338060156570083	1	21	"MovingLight__State_D2_D6"
"DGRP563"	0.417692637432992	1	28	"MovingLight__State_D2_D6"
"DGRP566"	0.683603823932644	1	23	"MovingLight__State_D2_D6"
"DGRP57"	0.435746478021019	1	21	"MovingLight__State_D2_D6"
"DGRP584"	0.166523961849988	2	28	"MovingLight__State_D2_D6"
"DGRP589"	0.271121429047052	1	21	"MovingLight__State_D2_D6"
"DGRP59"	0.27254604827116	1	27	"MovingLight__State_D2_D6"
"DGRP595"	0.668579334638239	1	31	"MovingLight__State_D2_D6"
"DGRP596"	0.409412667971572	1	30	"MovingLight__State_D2_D6"
"DGRP627"	0.279741610989011	1	17	"MovingLight__State_D2_D6"
"DGRP630"	0.0936849067293842	2	42	"MovingLight__State_D2_D6"
"DGRP634"	0.392746001304905	1	24	"MovingLight__State_D2_D6"
"DGRP639"	0.271849228898503	2	32	"MovingLight__State_D2_D6"
"DGRP69"	0.129101328316924	2	32	"MovingLight__State_D2_D6"
"DGRP703"	0.383400035137655	1	31	"MovingLight__State_D2_D6"
"DGRP705"	0.159155255109343	2	41	"MovingLight__State_D2_D6"
"DGRP707"	0.110736252862504	2	28	"MovingLight__State_D2_D6"
"DGRP712"	0.281849228898504	2	39	"MovingLight__State_D2_D6"
"DGRP714"	0.154458180805448	1	19	"MovingLight__State_D2_D6"
"DGRP716"	0.172983368470988	1	19	"MovingLight__State_D2_D6"
"DGRP721"	0.651540497558253	1	21	"MovingLight__State_D2_D6"
"DGRP73"	0.194565178283987	2	26	"MovingLight__State_D2_D6"
"DGRP730"	0.296678445505847	2	58	"MovingLight__State_D2_D6"
"DGRP732"	0.298724228898503	2	41	"MovingLight__State_D2_D6"
"DGRP737"	0.332150035137655	1	29	"MovingLight__State_D2_D6"
"DGRP738"	0.256450407260748	1	28	"MovingLight__State_D2_D6"
"DGRP748"	0.241001364627784	2	42	"MovingLight__State_D2_D6"
"DGRP75"	0.460121478021019	1	24	"MovingLight__State_D2_D6"
"DGRP757"	0.269298901830904	2	40	"MovingLight__State_D2_D6"
"DGRP761"	0.262279714175199	1	17	"MovingLight__State_D2_D6"
"DGRP765"	0.529717327396218	3	76	"MovingLight__State_D2_D6"
"DGRP774"	0.281541514138784	1	26	"MovingLight__State_D2_D6"
"DGRP776"	0.223829989555469	1	23	"MovingLight__State_D2_D6"
"DGRP783"	0.255094490245382	2	56	"MovingLight__State_D2_D6"
"DGRP786"	0.109458180805451	1	27	"MovingLight__State_D2_D6"
"DGRP787"	0.430483368470988	1	29	"MovingLight__State_D2_D6"
"DGRP790"	0.240392309059442	1	20	"MovingLight__State_D2_D6"
"DGRP796"	0.287337714937827	1	22	"MovingLight__State_D2_D6"
"DGRP799"	0.305916514138784	1	30	"MovingLight__State_D2_D6"
"DGRP801"	0.190404714175199	1	24	"MovingLight__State_D2_D6"
"DGRP802"	0.233204762380385	1	23	"MovingLight__State_D2_D6"
"DGRP805"	0.297071380841865	1	26	"MovingLight__State_D2_D6"
"DGRP808"	0.304233368470988	1	24	"MovingLight__State_D2_D6"
"DGRP810"	0.441746429047052	1	30	"MovingLight__State_D2_D6"
"DGRP812"	0.113401837339773	1	17	"MovingLight__State_D2_D6"
"DGRP818"	0.254363047508532	1	18	"MovingLight__State_D2_D6"
"DGRP819"	0.454363047508532	1	31	"MovingLight__State_D2_D6"
"DGRP820"	0.166466070383793	2	44	"MovingLight__State_D2_D6"
"DGRP821"	0.205672875953255	2	30	"MovingLight__State_D2_D6"
